cellI,x,y,z,omega,k,nut
362,0.015625,0.000875,0.000125,6328.067302,6.147807249,0.000971514201
363,0.015875,0.000875,0.000125,6407.781286,6.152973047,0.0009602345606
364,0.016125,0.000875,0.000125,6487.425429,6.158150093,0.0009492440662
365,0.016375,0.000875,0.000125,6566.978172,6.163337169,0.0009385347428
366,0.016625,0.000875,0.000125,6646.416114,6.168532769,0.0009280990933
367,0.016875,0.000875,0.000125,6725.713565,6.17373501,0.0009179301125
368,0.017125,0.000875,0.000125,6804.841933,6.178941539,0.0009080213177
369,0.017375,0.000875,0.000125,6883.769615,6.18414937,0.0008983666967
370,0.017625,0.000875,0.000125,6962.459585,6.189355193,0.0008889610226
371,0.017875,0.000875,0.000125,7040.870761,6.194554687,0.0008797995159
372,0.018125,0.000875,0.000125,7118.957159,6.19974228,0.0008708778745
373,0.018375,0.000875,0.000125,7196.663886,6.204910436,0.0008621926123
374,0.018625,0.000875,0.000125,7273.919566,6.210048831,0.0008537417516
375,0.018875,0.000875,0.000125,7350.646689,6.215146027,0.0008455237055
376,0.019125,0.000875,0.000125,7426.754253,6.220188093,0.0008375378909
377,0.019375,0.000875,0.000125,7502.134223,6.225157884,0.0008297849251
